"","Var1","Freq"
"1375","04-17-2004",43
"1786","05-18-2013",43
"1824","05-21-2012",43
"1842","05-23-2004",43
"1895","05-27-2005",43
"1968","06-01-2013",43
"2024","06-06-2004",43
"2086","06-10-2014",43
"2163","06-16-2013",43
"2213","06-20-2011",43
"2281","06-26-2004",43
"2301","06-27-2012",43
"2446","07-10-2007",43
"2454","07-11-2004",43
"2616","07-25-2003",43
"2628","07-26-2003",43
"2821","08-11-2004",43
"2863","08-14-2010",43
"3097","09-02-2003",43
"3136","09-05-2003",43
"3185","09-08-2013",43
"3215","09-11-2004",43
"3222","09-11-2011",43
"3224","09-11-2013",43
"3430","09-27-2011",43
"3462","09-30-2004",43
"3612","10-11-2011",43
"3627","10-12-2013",43
"3815","10-27-2007",43
"3837","10-29-2003",43
"3860","10-30-2013",43
"3885","11-01-2012",43
"3886","11-01-2013",43
"3912","11-03-2013",43
"3968","11-08-2003",43
"4017","11-11-2013",43
"4119","11-19-2011",43
"4133","11-20-2012",43
"4500","12-19-2003",43
"4582","12-25-2007",43
"523","02-10-2004",44
"531","02-10-2012",44
"557","02-12-2012",44
"628","02-18-2012",44
"711","02-25-2004",44
"720","02-25-2013",44
"745","02-27-2012",44
"787","03-02-2012",44
"918","03-12-2013",44
"919","03-12-2014",44
"957","03-15-2013",44
"1103","03-27-2004",44
"1138","03-29-2014",44
"1150","03-30-2013",44
"1202","04-03-2013",44
"1507","04-27-2007",44
"1517","04-28-2004",44
"1538","04-29-2012",44
"1656","05-08-2013",44
"1694","05-11-2012",44
"1695","05-11-2013",44
"1799","05-19-2013",44
"1825","05-21-2013",44
"1985","06-03-2004",44
"2102","06-12-2004",44
"2240","06-22-2012",44
"2305","06-28-2004",44
"2430","07-08-2013",44
"2593","07-23-2004",44
"2608","07-24-2007",44
"2665","07-29-2004",44
"2797","08-09-2004",44
"2905","08-18-2004",44
"3029","08-27-2013",44
"3056","08-30-2001",44
"3094","09-01-2013",44
"3131","09-04-2011",44
"3173","09-08-2001",44
"3214","09-11-2003",44
"3267","09-15-2004",44
"3309","09-18-2007",44
"3378","09-23-2011",44
"3380","09-23-2013",44
"3484","10-01-2013",44
"3566","10-08-2004",44
"3740","10-21-2010",44
"3769","10-23-2013",44
"3782","10-24-2013",44
"3795","10-25-2013",44
"3838","10-29-2004",44
"3978","11-08-2013",44
"4260","11-30-2010",44
"4300","12-03-2011",44
"4357","12-08-2003",44
"4533","12-21-2010",44
"4543","12-22-2007",44
"4566","12-24-2004",44
"95","01-08-2004",45
"286","01-22-2012",45
"287","01-22-2013",45
"434","02-03-2004",45
"544","02-11-2012",45
"570","02-13-2013",45
"668","02-21-2013",45
"759","02-28-2013",45
"853","03-07-2013",45
"984","03-17-2014",45
"1099","03-26-2013",45
"1128","03-29-2004",45
"1154","03-31-2004",45
"1177","04-01-2014",45
"1388","04-18-2004",45
"1462","04-23-2013",45
"1543","04-30-2004",45
"1553","04-30-2014",45
"1578","05-02-2013",45
"1621","05-06-2004",45
"1647","05-08-2004",45
"1784","05-18-2011",45
"1845","05-23-2007",45
"1904","05-27-2014",45
"2076","06-10-2004",45
"2164","06-16-2014",45
"2193","06-19-2004",45
"2277","06-25-2012",45
"2388","07-05-2004",45
"2410","07-07-2004",45
"2439","07-09-2011",45
"2581","07-22-2004",45
"2605","07-24-2004",45
"2673","07-29-2012",45
"2677","07-30-2004",45
"2685","07-30-2012",45
"2720","08-02-2011",45
"2773","08-07-2004",45
"2884","08-16-2007",45
"2888","08-16-2011",45
"2917","08-19-2004",45
"3050","08-29-2008",45
"3059","08-30-2004",45
"3072","08-31-2004",45
"3101","09-02-2007",45
"3275","09-15-2012",45
"3379","09-23-2012",45
"3539","10-06-2003",45
"3601","10-10-2013",45
"3653","10-14-2013",45
"3699","10-18-2007",45
"3937","11-05-2011",45
"4067","11-15-2011",45
"4189","11-25-2003",45
"4287","12-02-2011",45
"4417","12-12-2011",45
"4544","12-22-2008",45
"4573","12-24-2011",45
"148","01-12-2004",46
"261","01-20-2013",46
"312","01-24-2012",46
"339","01-26-2013",46
"428","02-02-2011",46
"553","02-12-2008",46
"681","02-22-2013",46
"724","02-26-2004",46
"841","03-06-2014",46
"931","03-13-2013",46
"970","03-16-2013",46
"983","03-17-2013",46
"1036","03-21-2014",46
"1164","03-31-2014",46
"1206","04-04-2004",46
"1294","04-10-2014",46
"1682","05-10-2013",46
"1709","05-12-2014",46
"1843","05-23-2005",46
"1929","05-29-2013",46
"2031","06-06-2011",46
"2072","06-09-2013",46
"2136","06-14-2012",46
"2194","06-19-2005",46
"2265","06-24-2012",46
"2293","06-27-2004",46
"2361","07-02-2012",46
"2509","07-16-2004",46
"2512","07-16-2007",46
"2638","07-26-2013",46
"2650","07-27-2013",46
"2710","08-01-2013",46
"2721","08-02-2012",46
"2725","08-03-2004",46
"2768","08-06-2011",46
"2794","08-08-2013",46
"3010","08-26-2007",46
"3045","08-29-2003",46
"3058","08-30-2003",46
"3198","09-09-2013",46
"3223","09-11-2012",46
"3250","09-13-2013",46
"3465","09-30-2007",46
"3540","10-06-2004",46
"3592","10-10-2004",46
"3639","10-13-2012",46
"3640","10-13-2013",46
"3664","10-15-2011",46
"3952","11-06-2013",46
"4526","12-21-2003",46
"4555","12-23-2006",46
"4656","12-31-2003",46
"108","01-09-2004",47
"129","01-10-2012",47
"222","01-17-2013",47
"326","01-25-2013",47
"403","01-31-2012",47
"405","01-31-2014",47
"431","02-02-2014",47
"598","02-16-2004",47
"943","03-14-2012",47
"1100","03-26-2014",47
"1215","04-04-2013",47
"1219","04-05-2004",47
"1268","04-08-2014",47
"1414","04-20-2004",47
"1579","05-02-2014",47
"1683","05-10-2014",47
"1751","05-16-2004",47
"1864","05-24-2013",47
"1920","05-29-2004",47
"1955","05-31-2013",47
"1998","06-04-2004",47
"2007","06-04-2013",47
"2033","06-06-2013",47
"2085","06-10-2013",47
"2206","06-20-2004",47
"2227","06-21-2012",47
"2278","06-25-2013",47
"2290","06-26-2013",47
"2300","06-27-2011",47
"2349","07-01-2012",47
"2386","07-04-2013",47
"2785","08-08-2004",47
"2800","08-09-2007",47
"2854","08-13-2013",47
"3062","08-30-2007",47
"3107","09-02-2013",47
"3110","09-03-2003",47
"3120","09-03-2013",47
"3254","09-14-2004",47
"3377","09-23-2010",47
"3670","10-16-2004",47
"3724","10-20-2007",47
"3743","10-21-2013",47
"3824","10-28-2003",47
"3845","10-29-2011",47
"3847","10-29-2013",47
"3858","10-30-2011",47
"3872","10-31-2012",47
"4002","11-10-2011",47
"4223","11-27-2012",47
"4588","12-25-2013",47
"144","01-11-2014",48
"210","01-16-2014",48
"299","01-23-2012",48
"366","01-28-2014",48
"415","02-01-2011",48
"429","02-02-2012",48
"442","02-03-2012",48
"641","02-19-2012",48
"693","02-23-2012",48
"870","03-09-2004",48
"880","03-09-2014",48
"997","03-18-2014",48
"1048","03-22-2013",48
"1216","04-04-2014",48
"1229","04-05-2014",48
"1232","04-06-2004",48
"1245","04-07-2004",48
"1271","04-09-2004",48
"1479","04-25-2004",48
"1564","05-01-2012",48
"1569","05-02-2004",48
"1608","05-05-2004",48
"1673","05-10-2004",48
"1720","05-13-2012",48
"1767","05-17-2007",48
"1804","05-20-2005",48
"1836","05-22-2011",48
"1890","05-26-2013",48
"1930","05-29-2014",48
"1987","06-03-2006",48
"1994","06-03-2013",48
"2020","06-05-2013",48
"2123","06-13-2012",48
"2154","06-16-2004",48
"2203","06-19-2014",48
"2214","06-20-2012",48
"2365","07-03-2004",48
"2557","07-20-2004",48
"2647","07-27-2010",48
"2744","08-04-2011",48
"2761","08-06-2004",48
"2770","08-06-2013",48
"2851","08-13-2010",48
"2878","08-15-2013",48
"2896","08-17-2007",48
"2981","08-24-2004",48
"2993","08-25-2003",48
"3053","08-29-2011",48
"3159","09-06-2013",48
"3162","09-07-2003",48
"3189","09-09-2004",48
"3209","09-10-2011",48
"3227","09-12-2003",48
"3228","09-12-2004",48
"3326","09-19-2011",48
"3367","09-22-2013",48
"3449","09-29-2004",48
"3573","10-08-2011",48
"3651","10-14-2011",48
"3819","10-27-2011",48
"3821","10-27-2013",48
"3859","10-30-2012",48
"3899","11-02-2013",48
"3946","11-06-2007",48
"4098","11-18-2003",48
"4296","12-03-2007",48
"4306","12-04-2004",48
"4365","12-08-2011",48
"4522","12-20-2012",48
"248","01-19-2013",49
"288","01-22-2014",49
"379","01-29-2014",49
"404","01-31-2013",49
"454","02-04-2011",49
"593","02-15-2012",49
"719","02-25-2012",49
"763","02-29-2012",49
"917","03-12-2012",49
"971","03-16-2014",49
"1073","03-24-2012",49
"1111","03-27-2013",49
"1179","04-02-2003",49
"1190","04-02-2014",49
"1203","04-03-2014",49
"1210","04-04-2008",49
"1228","04-05-2013",49
"1319","04-12-2013",49
"1372","04-16-2014",49
"1392","04-18-2008",49
"1401","04-19-2004",49
"1463","04-23-2014",49
"1501","04-26-2013",49
"1641","05-07-2011",49
"1655","05-08-2012",49
"1663","05-09-2007",49
"1732","05-14-2011",49
"1858","05-24-2007",49
"1999","06-04-2005",49
"2084","06-10-2012",49
"2089","06-11-2004",49
"2176","06-17-2013",49
"2215","06-20-2013",49
"2314","06-28-2013",49
"2317","06-29-2004",49
"2356","07-02-2007",49
"2432","07-09-2004",49
"2626","07-25-2013",49
"2649","07-27-2012",49
"2653","07-28-2004",49
"2756","08-05-2011",49
"2852","08-13-2011",49
"3014","08-26-2011",49
"3033","08-28-2004",49
"3046","08-29-2004",49
"3084","09-01-2003",49
"3088","09-01-2007",49
"3147","09-06-2001",49
"3157","09-06-2011",49
"3211","09-10-2013",49
"3266","09-15-2003",49
"3289","09-16-2013",49
"3404","09-25-2011",49
"3448","09-29-2003",49
"3496","10-02-2012",49
"3521","10-04-2011",49
"3562","10-07-2013",49
"3646","10-14-2006",49
"3657","10-15-2004",49
"3715","10-19-2010",49
"3831","10-28-2010",49
"3873","10-31-2013",49
"3877","11-01-2004",49
"3910","11-03-2011",49
"3998","11-10-2007",49
"4001","11-10-2010",49
"4015","11-11-2011",49
"4054","11-14-2011",49
"4192","11-25-2007",49
"4279","12-02-2003",49
"4403","12-11-2010",49
"4409","12-12-2003",49
"4507","12-19-2010",49
"4583","12-25-2008",49
"4598","12-26-2010",49
"4651","12-30-2011",49
"13","01-01-2013",50
"165","01-13-2008",50
"300","01-23-2013",50
"351","01-27-2012",50
"583","02-14-2014",50
"610","02-17-2004",50
"679","02-22-2011",50
"956","03-15-2012",50
"982","03-17-2012",50
"1062","03-23-2014",50
"1241","04-06-2013",50
"1307","04-11-2014",50
"1572","05-02-2007",50
"1585","05-03-2007",50
"1629","05-06-2012",50
"1642","05-07-2012",50
"1733","05-14-2012",50
"1747","05-15-2013",50
"2070","06-09-2011",50
"2219","06-21-2004",50
"2320","06-29-2007",50
"2451","07-10-2012",50
"2487","07-14-2004",50
"2521","07-17-2004",50
"2580","07-22-2003",50
"2662","07-28-2013",50
"2668","07-29-2007",50
"2842","08-12-2013",50
"2902","08-17-2013",50
"2923","08-19-2010",50
"2951","08-21-2013",50
"2962","08-22-2011",50
"3078","08-31-2010",50
"3270","09-15-2007",50
"3276","09-15-2013",50
"3280","09-16-2004",50
"3422","09-27-2003",50
"3423","09-27-2004",50
"3495","10-02-2011",50
"3534","10-05-2011",50
"3536","10-05-2013",50
"3561","10-07-2012",50
"3625","10-12-2011",50
"3638","10-13-2011",50
"3689","10-17-2010",50
"3702","10-18-2010",50
"3741","10-21-2011",50
"3924","11-04-2011",50
"4275","12-01-2012",50
"4366","12-08-2012",50
"4469","12-16-2011",50
"4488","12-18-2004",50
"64","01-05-2012",51
"158","01-12-2014",51
"363","01-28-2011",51
"519","02-09-2013",51
"569","02-13-2012",51
"613","02-17-2007",51
"655","02-20-2013",51
"666","02-21-2011",51
"680","02-22-2012",51
"814","03-04-2013",51
"828","03-05-2014",51
"906","03-11-2014",51
"994","03-18-2011",51
"1137","03-29-2013",51
"1227","04-05-2012",51
"1267","04-08-2013",51
"1272","04-09-2005",51
"1310","04-12-2004",51
"1435","04-21-2012",51
"1450","04-22-2014",51
"1526","04-28-2013",51
"1617","05-05-2013",51
"1618","05-05-2014",51
"1660","05-09-2004",51
"1708","05-12-2013",51
"1771","05-17-2011",51
"1806","05-20-2007",51
"1817","05-21-2005",51
"1926","05-29-2010",51
"2063","06-09-2004",51
"2080","06-10-2008",51
"2122","06-13-2011",51
"2167","06-17-2004",51
"2235","06-22-2007",51
"2287","06-26-2010",51
"2337","06-30-2012",51
"2341","07-01-2004",51
"2343","07-01-2006",51
"2362","07-02-2013",51
"2421","07-08-2004",51
"2434","07-09-2006",51
"2529","07-17-2012",51
"2546","07-19-2005",51
"2815","08-10-2010",51
"2865","08-14-2012",51
"2899","08-17-2010",51
"2941","08-21-2003",51
"2942","08-21-2004",51
"2984","08-24-2007",51
"3114","09-03-2007",51
"3183","09-08-2011",51
"3191","09-09-2006",51
"3292","09-17-2003",51
"3313","09-18-2011",51
"3371","09-23-2004",51
"3442","09-28-2010",51
"3530","10-05-2007",51
"3533","10-05-2010",51
"3586","10-09-2011",51
"3652","10-14-2012",51
"3866","10-31-2006",51
"4004","11-10-2013",51
"4131","11-20-2010",51
"4146","11-21-2012",51
"4210","11-26-2012",51
"4293","12-03-2004",51
"4378","12-09-2011",51
"4431","12-13-2012",51
"4501","12-19-2004",51
"4581","12-25-2006",51
"4592","12-26-2004",51
"4652","12-30-2012",51
"338","01-26-2012",52
"377","01-29-2012",52
"409","02-01-2005",52
"530","02-10-2011",52
"706","02-24-2012",52
"1047","03-22-2012",52
"1074","03-24-2013",52
"1176","04-01-2013",52
"1281","04-09-2014",52
"1466","04-24-2004",52
"1630","05-06-2013",52
"1634","05-07-2004",52
"1676","05-10-2007",52
"1707","05-12-2012",52
"1780","05-18-2007",52
"1797","05-19-2011",52
"1800","05-19-2014",52
"1829","05-22-2004",52
"1830","05-22-2005",52
"1838","05-22-2013",52
"1862","05-24-2011",52
"1938","05-30-2009",52
"1986","06-03-2005",52
"1992","06-03-2011",52
"2045","06-07-2012",52
"2149","06-15-2012",52
"2162","06-16-2012",52
"2177","06-17-2014",52
"2232","06-22-2004",52
"2332","06-30-2007",52
"2360","07-02-2011",52
"2366","07-03-2005",52
"2418","07-07-2012",52
"2452","07-10-2013",52
"2506","07-15-2012",52
"2517","07-16-2012",52
"2533","07-18-2004",52
"2569","07-21-2004",52
"2587","07-22-2010",52
"2644","07-27-2007",52
"2661","07-28-2012",52
"2713","08-02-2004",52
"2722","08-02-2013",52
"2796","08-09-2003",52
"2833","08-12-2004",52
"2872","08-15-2007",52
"2876","08-15-2011",52
"2954","08-22-2003",52
"2971","08-23-2007",52
"2974","08-23-2010",52
"3030","08-28-2001",52
"3065","08-30-2010",52
"3150","09-06-2004",52
"3179","09-08-2007",52
"3196","09-09-2011",52
"3392","09-24-2012",52
"3426","09-27-2007",52
"3429","09-27-2010",52
"3444","09-28-2012",52
"3457","09-29-2012",52
"3543","10-06-2007",52
"3582","10-09-2007",52
"3703","10-18-2011",52
"3832","10-28-2011",52
"3853","10-30-2006",52
"3879","11-01-2006",52
"3880","11-01-2007",52
"3911","11-03-2012",52
"3920","11-04-2007",52
"4028","11-12-2011",52
"4079","11-16-2010",52
"4327","12-05-2012",52
"4344","12-07-2003",52
"4496","12-18-2012",52
"4523","12-20-2013",52
"4553","12-23-2004",52
"143","01-11-2013",53
"157","01-12-2013",53
"365","01-28-2013",53
"515","02-09-2008",53
"518","02-09-2011",53
"558","02-12-2013",53
"620","02-18-2004",53
"969","03-16-2012",53
"1061","03-23-2013",53
"1240","04-06-2012",53
"1254","04-07-2013",53
"1261","04-08-2007",53
"1280","04-09-2013",53
"1356","04-15-2011",53
"1487","04-25-2012",53
"1616","05-05-2012",53
"1686","05-11-2004",53
"1702","05-12-2007",53
"1721","05-13-2013",53
"1777","05-18-2004",53
"1811","05-20-2012",53
"1819","05-21-2007",53
"1903","05-27-2013",53
"1937","05-30-2008",53
"1942","05-30-2013",53
"2302","06-27-2013",53
"2377","07-04-2004",53
"2382","07-04-2009",53
"2415","07-07-2009",53
"2428","07-08-2011",53
"2463","07-11-2013",53
"2476","07-13-2004",53
"2641","07-27-2004",53
"2728","08-03-2007",53
"2732","08-03-2011",53
"2758","08-05-2013",53
"2793","08-08-2012",53
"2949","08-21-2011",53
"2990","08-24-2013",53
"2991","08-25-2001",53
"3093","09-01-2012",53
"3104","09-02-2010",53
"3221","09-11-2010",53
"3236","09-12-2012",53
"3288","09-16-2012",53
"3318","09-19-2003",53
"3458","09-29-2013",53
"3482","10-01-2011",53
"3487","10-02-2003",53
"3572","10-08-2010",53
"3723","10-20-2006",53
"4007","11-11-2003",53
"4036","11-13-2006",53
"4208","11-26-2010",53
"4267","12-01-2004",53
"4328","12-05-2013",53
"4405","12-11-2012",53
"4410","12-12-2004",53
"4429","12-13-2010",53
"4605","12-27-2004",53
"4644","12-30-2004",53
"5","01-01-2005",54
"59","01-05-2007",54
"141","01-11-2011",54
"314","01-24-2014",54
"330","01-26-2004",54
"352","01-27-2013",54
"376","01-29-2011",54
"576","02-14-2006",54
"944","03-14-2013",54
"1060","03-23-2012",54
"1180","04-02-2004",54
"1279","04-09-2012",54
"1416","04-20-2006",54
"1513","04-27-2013",54
"1530","04-29-2004",54
"1533","04-29-2007",54
"1582","05-03-2004",54
"1595","05-04-2004",54
"1746","05-15-2012",54
"1868","05-25-2004",54
"1875","05-25-2011",54
"1949","05-31-2007",54
"1979","06-02-2011",54
"1988","06-03-2007",54
"2050","06-08-2004",54
"2096","06-11-2011",54
"2110","06-12-2012",54
"2115","06-13-2004",54
"2169","06-17-2006",54
"2202","06-19-2013",54
"2272","06-25-2007",54
"2344","07-01-2007",54
"2357","07-02-2008",54
"2397","07-05-2013",54
"2680","07-30-2007",54
"2698","07-31-2013",54
"2827","08-11-2010",54
"2840","08-12-2011",54
"2932","08-20-2007",54
"2961","08-22-2010",54
"3003","08-25-2013",54
"3016","08-26-2013",54
"3023","08-27-2007",54
"3027","08-27-2011",54
"3061","08-30-2006",54
"3126","09-04-2006",54
"3149","09-06-2003",54
"3257","09-14-2007",54
"3296","09-17-2007",54
"3335","09-20-2007",54
"3341","09-20-2013",54
"3361","09-22-2007",54
"3385","09-24-2005",54
"3417","09-26-2011",54
"3425","09-27-2006",54
"3455","09-29-2010",54
"3456","09-29-2011",54
"3508","10-03-2011",54
"3522","10-04-2012",54
"3595","10-10-2007",54
"3599","10-10-2011",54
"3613","10-11-2012",54
"3677","10-16-2011",54
"3690","10-17-2011",54
"3754","10-22-2011",54
"3898","11-02-2012",54
"3936","11-05-2010",54
"3976","11-08-2011",54
"3988","11-09-2010",54
"4011","11-11-2007",54
"4030","11-12-2013",54
"4106","11-18-2011",54
"4184","11-24-2011",54
"4195","11-25-2010",54
"4205","11-26-2007",54
"4247","11-29-2010",54
"4383","12-10-2003",54
"4422","12-13-2003",54
"4426","12-13-2007",54
"4461","12-16-2003",54
"4575","12-24-2013",54
"4587","12-25-2012",54
"4660","12-31-2007",54
"4664","12-31-2011",54
"4","01-01-2004",55
"56","01-05-2004",55
"103","01-08-2012",55
"104","01-08-2013",55
"130","01-10-2013",55
"343","01-27-2004",55
"402","01-31-2011",55
"496","02-07-2014",55
"689","02-23-2008",55
"733","02-26-2013",55
"758","02-28-2012",55
"774","03-01-2012",55
"904","03-11-2012",55
"1151","03-30-2014",55
"1196","04-03-2007",55
"1218","04-05-2003",55
"1331","04-13-2012",55
"1457","04-23-2008",55
"1603","05-04-2012",55
"1681","05-10-2012",55
"1754","05-16-2007",55
"1793","05-19-2007",55
"1876","05-25-2012",55
"1907","05-28-2004",55
"1975","06-02-2007",55
"1980","06-02-2012",55
"2011","06-05-2004",55
"2041","06-07-2008",55
"2075","06-10-2003",55
"2083","06-10-2011",55
"2371","07-03-2010",55
"2379","07-04-2006",55
"2389","07-05-2005",55
"2416","07-07-2010",55
"2484","07-13-2012",55
"2499","07-15-2005",55
"2504","07-15-2010",55
"2566","07-20-2013",55
"2577","07-21-2012",55
"2674","07-29-2013",55
"2700","08-01-2003",55
"2708","08-01-2011",55
"2745","08-04-2012",55
"2839","08-12-2010",55
"2841","08-12-2012",55
"2853","08-13-2012",55
"2864","08-14-2011",55
"2866","08-14-2013",55
"2887","08-16-2010",55
"2936","08-20-2011",55
"2968","08-23-2004",55
"3144","09-05-2011",55
"3160","09-07-2001",55
"3166","09-07-2007",55
"3205","09-10-2007",55
"3249","09-13-2012",55
"3344","09-21-2003",55
"3410","09-26-2004",55
"3559","10-07-2010",55
"3570","10-08-2008",55
"3608","10-11-2007",55
"3637","10-13-2010",55
"3736","10-21-2006",55
"3749","10-22-2006",55
"3779","10-24-2010",55
"3806","10-26-2011",55
"3834","10-28-2013",55
"3846","10-29-2012",55
"3871","10-31-2011",55
"4043","11-13-2013",55
"4080","11-16-2011",55
"4172","11-23-2012",55
"4185","11-24-2012",55
"4186","11-24-2013",55
"4209","11-26-2011",55
"4227","11-28-2003",55
"4390","12-10-2010",55
"4520","12-20-2010",55
"4585","12-25-2010",55
"4617","12-28-2003",55
"77","01-06-2012",56
"89","01-07-2011",56
"195","01-15-2012",56
"260","01-20-2012",56
"273","01-21-2012",56
"356","01-28-2004",56
"506","02-08-2011",56
"682","02-22-2014",56
"732","02-26-2012",56
"789","03-02-2014",56
"808","03-04-2007",56
"865","03-08-2012",56
"893","03-10-2014",56
"1035","03-21-2013",56
"1132","03-29-2008",56
"1249","04-07-2008",56
"1301","04-11-2008",56
"1346","04-14-2014",56
"1370","04-16-2012",56
"1397","04-18-2013",56
"1454","04-23-2005",56
"1488","04-25-2013",56
"1502","04-26-2014",56
"1598","05-04-2007",56
"1693","05-11-2011",56
"1791","05-19-2005",56
"1851","05-23-2013",56
"1889","05-26-2012",56
"1902","05-27-2012",56
"2006","06-04-2012",56
"2079","06-10-2007",56
"2157","06-16-2007",56
"2258","06-24-2005",56
"2348","07-01-2011",56
"2413","07-07-2007",56
"2441","07-09-2013",56
"2462","07-11-2012",56
"2490","07-14-2007",56
"2498","07-15-2004",56
"2584","07-22-2007",56
"2632","07-26-2007",56
"2637","07-26-2012",56
"2696","07-31-2011",56
"2716","08-02-2007",56
"2757","08-05-2012",56
"2817","08-10-2012",56
"2836","08-12-2007",56
"2926","08-19-2013",56
"2938","08-20-2013",56
"2977","08-23-2013",56
"3042","08-28-2013",56
"3170","09-07-2011",56
"3176","09-08-2004",56
"3283","09-16-2007",56
"3299","09-17-2010",56
"3340","09-20-2012",56
"3353","09-21-2012",56
"3383","09-24-2003",56
"3390","09-24-2010",56
"3436","09-28-2004",56
"3464","09-30-2006",56
"3647","10-14-2007",56
"3753","10-22-2010",56
"3766","10-23-2010",56
"3864","10-31-2004",56
"3989","11-09-2011",56
"4003","11-10-2012",56
"4023","11-12-2006",56
"4091","11-17-2009",56
"4094","11-17-2012",56
"4236","11-28-2012",56
"4455","12-15-2010",56
"4478","12-17-2007",56
"4495","12-18-2011",56
"4518","12-20-2008",56
"4530","12-21-2007",56
"4579","12-25-2004",56
"4647","12-30-2007",56
"17","01-02-2004",57
"234","01-18-2012",57
"262","01-20-2014",57
"298","01-23-2011",57
"416","02-01-2012",57
"461","02-05-2005",57
"527","02-10-2008",57
"676","02-22-2008",57
"948","03-15-2004",57
"977","03-17-2007",57
"1211","04-04-2009",57
"1357","04-15-2012",57
"1396","04-18-2012",57
"1437","04-21-2014",57
"1449","04-22-2013",57
"1539","04-29-2013",57
"1559","05-01-2007",57
"1592","05-03-2014",57
"1615","05-05-2011",57
"1637","05-07-2007",57
"1719","05-13-2011",57
"1726","05-14-2005",57
"1778","05-18-2005",57
"1871","05-25-2007",57
"1936","05-30-2007",57
"1940","05-30-2011",57
"1966","06-01-2011",57
"2001","06-04-2007",57
"2053","06-08-2007",57
"2078","06-10-2006",57
"2174","06-17-2011",57
"2199","06-19-2010",57
"2200","06-19-2011",57
"2336","06-30-2011",57
"2408","07-06-2013",57
"2466","07-12-2005",57
"2534","07-18-2005",57
"2545","07-19-2004",57
"2565","07-20-2012",57
"2776","08-07-2007",57
"2848","08-13-2007",57
"2975","08-23-2011",57
"3028","08-27-2012",57
"3032","08-28-2003",57
"3041","08-28-2012",57
"3066","08-30-2011",57
"3117","09-03-2010",57
"3139","09-05-2006",57
"3152","09-06-2006",57
"3231","09-12-2007",57
"3234","09-12-2010",57
"3256","09-14-2006",57
"3274","09-15-2011",57
"3351","09-21-2010",57
"3354","09-21-2013",57
"3439","09-28-2007",57
"3585","10-09-2010",57
"3633","10-13-2006",57
"3700","10-18-2008",57
"3716","10-19-2011",57
"3747","10-22-2004",57
"3775","10-24-2006",57
"3820","10-27-2012",57
"3869","10-31-2009",57
"3870","10-31-2010",57
"3896","11-02-2010",57
"3975","11-08-2010",57
"3985","11-09-2007",57
"4132","11-20-2011",57
"4196","11-25-2011",57
"4234","11-28-2010",57
"4249","11-29-2012",57
"4262","11-30-2012",57
"4322","12-05-2007",57
"4341","12-06-2013",57
"4349","12-07-2008",57
"4397","12-11-2004",57
"4491","12-18-2007",57
"4535","12-21-2012",57
"4565","12-24-2003",57
"4580","12-25-2005",57
"7","01-01-2007",58
"11","01-01-2011",58
"82","01-07-2004",58
"101","01-08-2010",58
"240","01-19-2005",58
"241","01-19-2006",58
"285","01-22-2011",58
"417","02-01-2013",58
"480","02-06-2011",58
"482","02-06-2013",58
"507","02-08-2013",58
"731","02-26-2011",58
"799","03-03-2011",58
"813","03-04-2012",58
"878","03-09-2012",58
"1009","03-19-2013",58
"1023","03-20-2014",58
"1075","03-24-2014",58
"1207","04-04-2005",58
"1242","04-06-2014",58
"1298","04-11-2005",58
"1344","04-14-2012",58
"1544","04-30-2005",58
"1576","05-02-2011",58
"1622","05-06-2005",58
"1654","05-08-2011",58
"1910","05-28-2007",58
"1915","05-28-2012",58
"1921","05-29-2005",58
"2018","06-05-2011",58
"2105","06-12-2007",58
"2135","06-14-2011",58
"2180","06-18-2004",58
"2189","06-18-2013",58
"2248","06-23-2007",58
"2338","06-30-2013",58
"2378","07-04-2005",58
"2424","07-08-2007",58
"2472","07-12-2011",58
"2485","07-13-2013",58
"2541","07-18-2012",58
"2617","07-25-2004",58
"2669","07-29-2008",58
"2671","07-29-2010",58
"2719","08-02-2010",58
"2764","08-06-2007",58
"2782","08-07-2013",58
"2869","08-15-2004",58
"2908","08-18-2007",58
"2919","08-19-2006",58
"2928","08-20-2003",58
"2948","08-21-2010",58
"3002","08-25-2012",58
"3017","08-27-2001",58
"3106","09-02-2012",58
"3118","09-03-2011",58
"3137","09-05-2004",58
"3188","09-09-2003",58
"3210","09-10-2012",58
"3217","09-11-2006",58
"3238","09-13-2001",58
"3260","09-14-2010",58
"3301","09-17-2012",58
"3364","09-22-2010",58
"3399","09-25-2006",58
"3491","10-02-2007",58
"3518","10-04-2008",58
"3634","10-13-2007",58
"3851","10-30-2004",58
"3867","10-31-2007",58
"4041","11-13-2011",58
"4056","11-14-2013",58
"4093","11-17-2011",58
"4143","11-21-2009",58
"4167","11-23-2007",58
"4231","11-28-2007",58
"4237","11-28-2013",58
"4246","11-29-2009",58
"4280","12-02-2004",58
"4294","12-03-2005",58
"4326","12-05-2011",58
"4391","12-10-2011",58
"4413","12-12-2007",58
"4452","12-15-2007",58
"4457","12-15-2012",58
"4465","12-16-2007",58
"4470","12-16-2012",58
"4505","12-19-2008",58
"4560","12-23-2011",58
"4568","12-24-2006",58
"4638","12-29-2011",58
"21","01-02-2008",59
"25","01-02-2012",59
"138","01-11-2008",59
"181","01-14-2011",59
"183","01-14-2013",59
"196","01-15-2013",59
"275","01-21-2014",59
"474","02-06-2005",59
"503","02-08-2008",59
"524","02-10-2005",59
"575","02-14-2005",59
